iteration,loss,iteration_time
10,0.213880771542688,14.912511825561523
20,0.19272674057539613,12.282879829406738
30,0.17731704166998646,11.378687858581543
40,0.13317240629535823,8.615936279296875
50,0.10429648697476848,7.534592151641846
60,0.09148819120203587,7.906432151794434
70,0.07009431429405745,6.68671989440918
80,0.07007553733396502,7.489535808563232
90,0.05806463574710262,6.402048110961914
100,0.05462636775135474,6.38259220123291
110,0.048350456155783254,6.349823951721191
120,0.04915526927870624,6.129856109619141
130,0.05604077027356314,6.807551860809326
140,0.05438613824333266,6.765567779541016
150,0.04154340640498062,6.17471981048584
160,0.04801847235663323,6.653952121734619
170,0.04806231862489194,6.93452787399292
180,0.03900330034883779,6.02623987197876
190,0.042988863480341755,6.62937593460083
200,0.04314363493834654,6.501376152038574
210,0.04105957720707751,6.671360015869141
220,0.036985808360071336,6.5966081619262695
230,0.03835965102892074,6.473728179931641
240,0.03419308558364044,6.4194560050964355
250,0.0337650715905515,6.418432235717773
260,0.03403800087057466,6.37337589263916
270,0.03225463050928696,6.671360015869141
280,0.029892884238340738,6.580992221832275
290,0.028818517560145897,6.772736072540283
300,0.020646725783792813,5.837823867797852
310,0.02353500524147887,7.267327785491943
320,0.023501308830277408,6.187039852142334
330,0.020316104282877355,6.834176063537598
340,0.019366731605963763,6.263807773590088
350,0.018301636956810294,6.115327835083008
360,0.013342089520090642,5.971968173980713
370,0.012055171210179943,5.795519828796387
380,0.01240474464699353,5.731328010559082
390,0.011666394539088873,5.776383876800537
400,0.012891981173213886,6.147071838378906
410,0.01022376774327266,6.4140801429748535
420,0.011518226773303055,6.364160060882568
430,0.010089131863787109,6.0938239097595215
440,0.00876324192668606,5.840896129608154
450,0.009788745664494652,6.068448066711426
460,0.00785369149681064,7.082911968231201
470,0.0074125658761964135,7.959551811218262
480,0.007070175179156821,6.481919765472412
490,0.007830799467015412,5.983232021331787
500,0.005874299002810778,5.640192031860352
510,0.08581470557205464,7.687327861785889
520,0.05531403401603552,8.178688049316406
530,0.025949346112217945,6.594560146331787
540,0.014930491919757781,6.5115838050842285
550,0.01090762476441983,7.101439952850342
560,0.007838008463504399,7.313407897949219
570,0.006419177422928564,6.169600009918213
580,0.005974483961635807,6.150144100189209
590,0.005196775891166747,6.218751907348633
600,0.005491787518761953,6.519807815551758
610,0.010495718705171773,5.82041597366333
620,0.006573037569827599,5.727231979370117
630,0.005123626191789819,6.21670389175415
640,0.004508237341525624,6.045695781707764
650,0.00401596510922943,6.135807991027832
660,0.003766446910778368,6.523903846740723
670,0.003120409027721853,5.773312091827393
680,0.0031855618050549454,6.037504196166992
690,0.0029936888752694984,5.714943885803223
700,0.0026247974662956734,5.750783920288086
710,0.0060692067232677935,5.8818559646606445
720,0.003732630149054,6.540287971496582
730,0.0034171752501938645,6.294528007507324
740,0.0028766725712391847,6.223872184753418
750,0.0028337025056748796,6.230016231536865
760,0.00235586091907216,5.510144233703613
770,0.002599925224977386,6.199295997619629
780,0.002396013462492822,5.544960021972656
790,0.0022847889330075604,5.607423782348633
800,0.002187990519049306,6.094848155975342
810,0.0051812871475798526,5.842976093292236
820,0.0030577489163051614,5.7876482009887695
830,0.0022170255576682055,6.296576023101807
840,0.0018616693143251,5.536736011505127
850,0.001981094966990824,5.796864032745361
860,0.001871626068510719,5.354496002197266
870,0.0017365411857196106,5.594111919403076
880,0.001808155300398123,5.738336086273193
890,0.0014870005497107466,6.490111827850342
900,0.001614716322993663,5.809152126312256
910,0.002472228808967355,5.798912048339844
920,0.0018502063422092233,6.260735988616943
930,0.001557658380233707,5.818367958068848
940,0.0012714257680132145,5.440512180328369
950,0.001063796243365339,6.302720069885254
960,0.0010809689223661425,6.866943836212158
970,0.001148961925316764,6.21670389175415
980,0.0010978574225218483,6.565792083740234
990,0.0011315446687742655,6.2126078605651855
1000,0.0011195086621038684,5.410816192626953
1010,0.0018121545533600959,7.3155198097229
1020,0.001178406770659681,5.948480129241943
1030,0.0011192741295764864,7.237631797790527
1040,0.0010339153202512839,6.205440044403076
1050,0.0008572928051579196,6.01804780960083
1060,0.0007466004639993599,6.342912197113037
1070,0.0007110162460801007,5.899263858795166
1080,0.0007230297684066571,6.350848197937012
1090,0.0006516573282048018,6.129663944244385
1100,0.00068930392721539,5.651391983032227
1110,0.0010683720908446828,6.112256050109863
1120,0.0008671278343372918,5.673984050750732
1130,0.0007757701357680123,5.6248321533203125
1140,0.0006896927473758374,5.699584007263184
1150,0.0006687004575615098,6.313983917236328
1160,0.0006028465633967155,5.795839786529541
1170,0.0007045473878589891,5.349376201629639
1180,0.0007026118091936848,5.681151866912842
1190,0.0006179002058470503,5.7190399169921875
1200,0.0006424170469246416,5.6248321533203125
1210,0.0009249885239557209,5.640160083770752
1220,0.0007907799689722266,5.519360065460205
1230,0.0007295518893927189,5.730303764343262
1240,0.0006733770240467836,5.575679779052734
1250,0.0006228540904519172,5.703680038452148
1260,0.0006230610788706258,5.476352214813232
1270,0.0005785890962319155,5.876736164093018
1280,0.0005621738115870647,5.544960021972656
1290,0.0004962889246672153,5.800960063934326
1300,0.0005700297611606785,5.544960021972656
1310,0.0007678919200785611,6.48367977142334
1320,0.000568514158292917,5.469120025634766
1330,0.0006431840497961062,5.194752216339111
1340,0.0005758249374925328,5.5070719718933105
1350,0.0005424184621777788,5.842944145202637
1360,0.0004985283552517758,5.551968097686768
1370,0.0004843606794606753,5.735424041748047
1380,0.00046847804253587064,5.598207950592041
1390,0.0005186556843142691,5.025792121887207
1400,0.00042222658381293397,5.455872058868408
1410,0.0006287923912393106,5.764351844787598
1420,0.0005708999908480704,5.435391902923584
1430,0.0005483324517934734,5.964511871337891
1440,0.0004949231547749808,5.594111919403076
1450,0.0004431457949925097,5.905439853668213
1460,0.0004754516182755281,5.339136123657227
1470,0.0004454502687282685,5.743616104125977
1480,0.00046029094717560956,5.399551868438721
1490,0.00043519825783724204,5.905407905578613
1500,0.000522903079513484,5.446656227111816
1510,0.0006203362223335014,6.855679988861084
1520,0.0005317411310610158,5.252096176147461
1530,0.000422634079791617,5.656576156616211
1540,0.00045605296379511753,5.921792030334473
1550,0.0004946165244322433,5.414912223815918
1560,0.00039518325923295353,5.785600185394287
1570,0.0004093201409936224,6.037504196166992
1580,0.0004202143994006367,5.574656009674072
1590,0.0004316816501715562,5.3127360343933105
1600,0.00045840239145698207,5.7139201164245605
1610,0.0005086145025020288,6.383615970611572
1620,0.00049809464846864,5.278719902038574
1630,0.0004326535454588458,5.313536167144775
1640,0.00040741486650870424,5.2551679611206055
1650,0.0004066957174031695,5.705728054046631
1660,0.00040158139852817056,5.260287761688232
1670,0.0004217177457960775,5.211071968078613
1680,0.00040696639177465496,5.244736194610596
1690,0.00040505865523235017,5.3288960456848145
1700,0.00043747995798945616,5.284128189086914
1710,0.0006161497653369961,6.13478422164917
1720,0.0004933464973911894,5.5214080810546875
1730,0.00045603237721631194,5.796864032745361
1740,0.00040796714288775964,5.372928142547607
1750,0.00039930736512747345,5.513216018676758
1760,0.0003656165659203012,5.468160152435303
1770,0.00039098679139983506,5.963776111602783
1780,0.00033410353701510343,5.508096218109131
1790,0.0003212753393942861,5.591040134429932
1800,0.0003423519988157203,5.354496002197266
1810,0.0006270645358589275,6.19536018371582
1820,0.000486169011414403,5.451776027679443
1830,0.00045995372021833227,5.329919815063477
1840,0.0004088020354770072,5.527552127838135
1850,0.00042207584746330575,5.246975898742676
1860,0.0004214538619241475,5.306367874145508
1870,0.0004468191859234422,5.264383792877197
1880,0.0003427252766035729,5.445631980895996
1890,0.0004053202438292048,5.204224109649658
1900,0.0003660371361645145,5.460991859436035
1910,0.0004583049612386967,6.146048069000244
1920,0.0003923901980626215,5.433343887329102
1930,0.0003905272230432987,5.302271842956543
1940,0.0003317615875206675,5.529600143432617
1950,0.0003228131571173341,5.478400230407715
1960,0.00039705725867182043,5.37497615814209
