iteration,loss,iteration_times
10,0.2790014189464386,35.88915252685547
20,0.2696908456132947,34.88972854614258
30,0.2689860319184843,31.6231689453125
40,0.2519579893499844,26.832895278930664
50,0.26406379927249557,17.03014373779297
60,0.24614877836938692,15.941632270812988
70,0.18838611667477073,19.074047088623047
80,0.21724244848063262,14.169024467468262
90,0.20833418615481458,15.524864196777344
100,0.21968645039689227,14.366720199584961
110,0.17026118106846974,14.050304412841797
120,0.20099581275998257,14.328831672668457
130,0.1397020906196261,14.046208381652832
140,0.14542456441445004,13.858816146850586
150,0.21392429556538212,11.566880226135254
160,0.22750646963684024,12.266495704650879
170,0.14867602750244527,13.461503982543945
180,0.16471962025855375,13.602815628051758
190,0.18973490249954653,13.154303550720215
200,0.13132889497846292,13.265055656433105
210,0.15642151181361252,13.18502426147461
220,0.2199156962644419,11.820032119750977
230,0.15627661863980638,13.313023567199707
240,0.1595657704380707,12.932095527648926
250,0.17556741501313844,9.556991577148438
260,0.15574376301806642,10.272768020629883
270,0.18013770005036314,9.469951629638672
280,0.1812429109164238,9.957375526428223
290,0.12078883053784598,12.197888374328613
300,0.15078198067882018,12.728320121765137
310,0.09813590187800723,11.438079833984375
320,0.1731073977660675,11.513855934143066
330,0.16487129865923988,9.164799690246582
340,0.1407480275783993,11.02131175994873
350,0.17167188415044923,8.750080108642578
360,0.17784644705404462,11.1278076171875
370,0.13112416422818166,11.16262435913086
380,0.2026335362309698,8.938495635986328
390,0.1291944928763578,11.715583801269531
400,0.12264856504067577,11.535360336303711
410,0.11454678614488856,11.643903732299805
420,0.22344377074539185,8.910112380981445
430,0.11834895779125501,11.560959815979004
440,0.17023598808381485,8.943615913391113
450,0.1794978597069305,9.82425594329834
460,0.11077428054353601,11.43295955657959
470,0.10045263652387726,11.043840408325195
480,0.14577096286208227,11.0448637008667
490,0.13432506873764288,9.366527557373047
500,0.10759857938124437,11.388928413391113
510,0.20841866551567406,14.407679557800293
520,0.20672132372364668,16.514047622680664
530,0.17449436459774678,12.727295875549316
540,0.13782783663281767,12.416000366210938
550,0.08461425619128876,15.616095542907715
560,0.1316954524409117,14.124032020568848
570,0.07172853915934208,13.133824348449707
580,0.08395556550355929,13.831168174743652
590,0.12049449095536363,11.275263786315918
600,0.0850716548608307,13.755392074584961
