iteration,loss,iteration_times
10,0.18985023459394226,15.326272010803223
20,0.16127378365645956,12.609536170959473
30,0.12410294614626638,10.163200378417969
40,0.08490644926579868,9.090975761413574
50,0.053023500347222974,7.7117438316345215
60,0.03488990352901465,6.957056045532227
70,0.02688929282632974,7.048192024230957
80,0.023159401263721596,6.7348480224609375
90,0.020568111826159835,6.809599876403809
100,0.018437777552549786,6.608895778656006
110,0.016563644722635953,7.002111911773682
120,0.014864281873642964,6.567935943603516
130,0.013301427975934345,7.101247787475586
140,0.0118556514248449,6.571008205413818
150,0.010537611551410118,6.618112087249756
160,0.009379250966855164,6.692863941192627
170,0.008443990915988102,6.609920024871826
180,0.007691760684420068,6.526976108551025
190,0.007077429277054958,6.627615928649902
200,0.006554604479238856,6.610720157623291
210,0.006091756703311399,6.96940803527832
220,0.005674011694592328,6.52185583114624
230,0.005293928543469929,6.525119781494141
240,0.004953737283587084,6.576128005981445
250,0.004646117291415945,6.404191970825195
260,0.004378037703455016,6.452159881591797
270,0.004128074581537336,6.612991809844971
280,0.0038789458245262805,6.560768127441406
290,0.0036633453794880384,6.549344062805176
300,0.0034828742318645887,6.532095909118652
310,0.003323691393242589,6.437888145446777
320,0.003168485422498999,6.564864158630371
330,0.0030099156450138515,6.4552321434021
340,0.002856838596698566,6.536320209503174
350,0.0027180845415361947,6.484992027282715
360,0.0025880899932409877,6.478847980499268
370,0.002471389093801702,6.627200126647949
380,0.0023639098566792475,6.412288188934326
390,0.002271709848738846,6.3703999519348145
400,0.0021985028060739886,6.396927833557129
410,0.0021268364848341425,6.411263942718506
420,0.0020629999692762854,6.423423767089844
430,0.0020085111961612783,6.420479774475098
440,0.001962727655275768,6.3673601150512695
450,0.0019150783751965264,6.292479991912842
460,0.001879612947823156,6.310912132263184
470,0.0018377642778737578,6.37337589263916
480,0.0017939056112174596,6.293504238128662
490,0.0017583170597774691,6.333439826965332
500,0.0017205474294955244,6.4535040855407715
510,0.05675477668741505,7.200767993927002
520,0.025536240221491334,7.014400005340576
530,0.009094963358305796,6.990848064422607
540,0.00478421682276247,6.7942399978637695
550,0.003047649168280227,6.718463897705078
560,0.002267359433406189,6.694911956787109
570,0.0018969376018161959,6.7051520347595215
580,0.0016829107252924204,6.633471965789795
590,0.0015638283922540122,6.649824142456055
600,0.0014854593536196758,6.765567779541016
610,0.005156902010847295,6.222976207733154
620,0.002340048833757483,6.29145622253418
630,0.0016188841201378878,6.269951820373535
640,0.0013520290767055653,6.220799922943115
650,0.0012153362390864494,6.292479991912842
660,0.0011333025136937213,6.218751907348633
670,0.0010837799781104795,6.22489595413208
680,0.001048292721066526,6.18393611907959
690,0.0010179485978389989,6.657023906707764
700,0.0009978635361448961,6.600704193115234
710,0.002311063105753579,6.171648025512695
720,0.0013183924161891333,6.237919807434082
730,0.0009700755637406112,6.193151950836182
740,0.0008360892725973056,6.251520156860352
750,0.0007700496264977028,6.215680122375488
760,0.0007403208891419248,6.229856014251709
770,0.0007075581161126152,6.471680164337158
780,0.0006897637994496376,6.184959888458252
790,0.0006643766530544763,6.194464206695557
800,0.0006506299364334215,6.289408206939697
810,0.0013849461846203726,6.146048069000244
820,0.0009513358266127733,6.129663944244385
830,0.0007502216483647337,6.240320205688477
840,0.0006585353102239839,6.164480209350586
850,0.000599015405297068,6.486015796661377
860,0.0005695672437641315,6.1378560066223145
870,0.0005533839253768708,6.186111927032471
880,0.0005374786597164307,6.180863857269287
890,0.000521742158725823,6.112256050109863
900,0.0005133993260890856,6.107135772705078
910,0.0008119619978880542,6.338367938995361
920,0.0006190767881682519,6.12556791305542
930,0.0005420385264941505,6.156288146972656
940,0.000502833059304604,6.2259202003479
950,0.000477708498179586,6.258687973022461
960,0.0004588099322413423,6.1327362060546875
970,0.00044636284707932195,6.203264236450195
980,0.00043779826246036625,6.176767826080322
990,0.00043343594742354194,6.180863857269287
1000,0.00042903994104379024,6.285312175750732
1010,0.0006432179252026307,6.1624321937561035
1020,0.0005271642655127293,6.754303932189941
1030,0.00046657148016615623,6.159359931945801
1040,0.00043282963147645514,6.069248199462891
1050,0.000412367084086452,6.1490559577941895
1060,0.0003958456535708227,6.047743797302246
1070,0.00038296901645176664,6.194176197052002
1080,0.00037249708006196276,6.190080165863037
1090,0.0003671653145905468,6.076416015625
1100,0.00036238266954590143,6.362112045288086
1110,0.0005276277795197219,6.187007904052734
1120,0.0004327869713654511,5.993472099304199
1130,0.00039334191266002873,6.057983875274658
1140,0.00036718284981057366,6.0733442306518555
1150,0.00035224491257754493,5.986271858215332
1160,0.0003433935280844409,6.169600009918213
1170,0.00033714623990102957,5.983232021331787
1180,0.0003304231378343989,6.518784046173096
1190,0.00032308692785607115,6.366208076477051
1200,0.000321623529057322,6.102816104888916
1210,0.00044529305019889477,6.951935768127441
1220,0.0003786758390615756,7.392255783081055
1230,0.0003497369203117696,6.5966081619262695
1240,0.00034098115597586007,7.450623989105225
1250,0.0003289465307586588,6.210559844970703
1260,0.00031836608256176043,8.014847755432129
1270,0.0003083757080025904,8.398880004882812
1280,0.000308947961079176,7.658495903015137
1290,0.00030285768499676267,7.14137601852417
1300,0.00029603128542176043,6.173823833465576
1310,0.0004762301086718455,6.606847763061523
1320,0.00038090825317306433,6.393856048583984
1330,0.000336378739001987,5.716991901397705
1340,0.0003155396449273678,5.745664119720459
1350,0.0003049104581231722,6.237184047698975
1360,0.00029871102101897823,5.790719985961914
1370,0.0002946505695602272,5.7927680015563965
1380,0.00029365220734870953,6.354944229125977
1390,0.00028476925061493314,6.167488098144531
1400,0.000281977933773979,5.782527923583984
1410,0.0005059284138750638,6.627327919006348
1420,0.0003716976549277965,6.326240062713623
1430,0.00031774656140340677,7.179264068603516
1440,0.00029433311952299223,6.918144226074219
1450,0.00028940631498459285,5.840896129608154
1460,0.0002840385939509634,6.393856048583984
1470,0.0002781573308883803,6.055935859680176
1480,0.0002723258270370546,6.638591766357422
1490,0.00027000163563579006,6.276256084442139
1500,0.0002657140256576469,6.421504020690918
1510,0.0005329802304603448,6.290431976318359
1520,0.0003817099021590248,6.273024082183838
1530,0.0003284675871586116,5.941247940063477
1540,0.0003007010882749994,5.874911785125732
1550,0.00029244784909345894,6.1030402183532715
1560,0.00028624893246083404,6.172671794891357
1570,0.00028397136756674613,5.91974401473999
1580,0.0002746815855042725,6.355967998504639
1590,0.00026846922740972286,6.01907205581665
1600,0.00026528251728389875,6.343679904937744
1610,0.0013752564104899578,6.312960147857666
1620,0.0006026563540524358,6.290431976318359
1630,0.0004163564489379052,6.380671977996826
1640,0.00033555327552492866,6.152895927429199
